,age,fnlwgt,hours-per-week,investment-status,workclass,education,marital-status,occupation,relationship,race,sex,native-country,earnings
31195,-0.19672030276979688,-0.29765658070732604,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Other-service,Not-in-family,White, Male,North-America,-1
30489,-0.19672030276979688,-0.05995816859567287,-0.4324270328815657,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Not-in-family,White, Male,North-America,-1
1604,0.5228048666510732,0.7765306611352497,-0.024189968553741305,-0.12710540458386055,Government,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America,-1
16513,2.609427857971596,0.2539970491840764,-0.8406640972093902,-0.12710540458386055,Other,Undergrad-incomplete,Married,Blue-Collar,Not-in-family,White, Male,North-America,-1
34500,0.16304228194063816,0.6999239234555301,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Adm-clerical,Unmarried,White, Female,North-America,-1
6217,1.1703775191298562,-0.5019222992760399,0.38404709577408314,-0.37063030848002765,Other,Compulsory-education-complete,Married,Exec-managerial,Spouse,White, Male,North-America,1
14518,1.4581875868982042,-0.4832434959528984,1.6087582887575564,1.6077477802788698,Private,Undergrad-incomplete,Married,Sales,Not-in-family,White, Male,North-America,1
11427,-1.0601505060748408,0.9428334852537914,1.6087582887575564,-0.12710540458386055,Private,Undergrad-incomplete,Once-Married,Adm-clerical,Not-in-family,White, Female,North-America,-1
36762,-0.9881979891327539,0.6854064737841266,1.6087582887575564,-0.12710540458386055,Private,Undergrad-complete,Never-married,Prof-specialty,Not-in-family,White, Male,North-America,-1
23121,-1.132103023016928,-0.813806297851856,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Blue-Collar,Own-child,White, Male,North-America,-1
5633,-1.2760080569011019,0.5513068523568743,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Adm-clerical,Own-child,White, Male,North-America,-1
30721,-1.132103023016928,1.7469961632082596,-0.4324270328815657,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Other-service,Unmarried,White, Male,North-America,-1
1912,0.9545199683035952,-0.11078342887848926,-0.024189968553741305,-0.12710540458386055,Other,Graduates,Married,Exec-managerial,Spouse,White, Male,North-America,-1
10444,1.7459976546665523,-1.0506724392331617,-0.024189968553741305,-0.12710540458386055,Other,Undergrad-complete,Married,Other-service,Spouse,White, Male,North-America,1
14736,0.7386624174773342,-0.3606065123117968,0.3023996829085182,1.6077477802788698,Private,Undergrad-incomplete,Once-Married,Prof-specialty,Not-in-family,White, Male,North-America,1
27667,-1.0601505060748408,0.24530549462510576,1.6087582887575564,-0.12710540458386055,Private,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America,-1
7975,-0.4125778535960579,0.4468474180763185,1.6087582887575564,-0.12710540458386055,Private,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America,1
11625,-0.2686728197118839,-0.8391432670177781,-0.024189968553741305,-0.12710540458386055,Government,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,North-America,-1
29166,1.0984250021877693,1.4074013323606436,-0.4324270328815657,-0.12710540458386055,Private,Compulsory-education-complete,Married,Sales,Unmarried,White, Female,North-America,-1
41071,-1.204055539959015,1.1315697886039744,1.6087582887575564,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Other-service,Not-in-family,White, Male,North-America,-1
25293,0.09108976499855115,1.8637221331395062,-0.024189968553741305,-0.12710540458386055,Private,Undergrad-incomplete,Once-Married,Exec-managerial,Not-in-family,White, Male,North-America,-1
45927,-1.0601505060748408,-1.4721135303129125,0.38404709577408314,-0.3804846293255984,Private,Undergrad-incomplete,Married,Sales,Spouse,White, Male,North-America,-1
6823,-0.2686728197118839,-0.6216652506047966,1.6087582887575564,-0.12710540458386055,Private,Undergrad-complete,Married,Sales,Spouse,White, Male,North-America,1
30418,0.4508523497089862,-0.043804550329381395,-0.024189968553741305,-0.3797455552621806,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America,-1
7851,-0.19672030276979688,-1.2284189858939825,-0.024189968553741305,1.7235360502143262,Government,Compulsory-education-complete,Married,Prof-specialty,Spouse,White, Male,North-America,1
19348,1.4581875868982042,-0.018382462566037438,-0.024189968553741305,-0.12710540458386055,Private,Undergrad-complete,Married,Blue-Collar,Spouse,White, Male,Europe,1
23765,-0.19672030276979688,0.6032954001377901,-0.024189968553741305,-0.12710540458386055,Government,Undergrad-complete,Never-married,Other-service,Not-in-family,Black, Male,North-America,-1
9158,-1.132103023016928,0.41830431507417115,1.2005212244297319,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Exec-managerial,Spouse,White, Male,North-America,-1
48136,-1.0601505060748408,0.25299454125888504,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Other,White, Female,North-America,-1
41964,0.37889983276689915,1.1952668723413709,-0.4324270328815657,-0.12710540458386055,Private,Undergrad-incomplete,Married,Sales,Spouse,White, Male,North-America,1
36654,0.5228048666510732,-1.278506551665809,-0.8406640972093902,-0.12710540458386055,Other,Compulsory-education-complete,Married,Blue-Collar,Spouse,Black, Male,North-America,1
46285,-1.132103023016928,0.694306096025684,-2.4736123545206876,0.0028484515671037105,Private,Undergrad-complete,Never-married,Adm-clerical,Own-child,White, Female,North-America,-1
27780,-0.05281526888562287,0.9082753347004957,0.6289893343707778,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America,1
7648,1.0264724852456821,-0.13181718006363694,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America,1
38034,0.9545199683035952,-0.262133752716582,1.6087582887575564,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Other-service,Spouse,White, Male,North-America,1
11006,-0.12476778582770988,1.1453306285205167,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Other-service,Not-in-family,White, Female,North-America,-1
33710,0.5228048666510732,0.9541258858450983,0.38404709577408314,-0.12710540458386055,Other,Undergrad-incomplete,Married,Sales,Spouse,White, Male,North-America,-1
12099,-0.05281526888562287,0.7344631587649544,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Married,Adm-clerical,Spouse,White, Male,North-America,1
7353,0.23499479888272515,1.8142398551715688,0.7922841601019075,-0.12710540458386055,Private,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America,1
34480,1.2423300360719431,1.3231622937787595,-0.3507796200160008,-0.12710540458386055,Private,Compulsory-education-complete,Married,Sales,Spouse,Black, Female,North-America,-1
41723,0.5947573835931602,0.43740871138442217,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Blue-Collar,Not-in-family,White, Male,North-America,-1
2396,1.0264724852456821,-0.32933015657021253,1.118873811564167,-0.31975737711476865,Private,Graduates,Never-married,Prof-specialty,Not-in-family,White, Female,North-America,1
8512,-1.132103023016928,-1.5137743549399698,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Adm-clerical,Unmarried,White, Female,North-America,-1
1917,-0.7723404383064929,0.2584326738719515,0.465694508639648,-0.12710540458386055,Government,Associates,Married,Other-service,Spouse,Black, Male,North-America,-1
32159,0.5228048666510732,-0.3379365925317613,-2.636907180251818,-0.3244381795164148,Private,Undergrad-complete,Never-married,Blue-Collar,Not-in-family,White, Female,North-America,-1
47372,-1.56381812466945,-0.3303799526050828,-1.657138225865039,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Other-service,Other,White, Female,North-America,-1
26515,0.16304228194063816,-0.8206630737552877,-0.024189968553741305,0.22136801631763509,Private,Undergrad-incomplete,Married,Adm-clerical,Spouse,White, Male,North-America,-1
42020,-0.6284354044223189,-0.8449880773740827,-0.024189968553741305,-0.12710540458386055,Private,Associates,Married,Other-service,Own-child,White, Female,North-America,-1
47906,-0.3406253366539709,2.1708584055035667,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,Black, Male,North-America,-1
33805,-0.700387921364406,-0.2406460356785175,0.7922841601019075,-0.12710540458386055,Private,Undergrad-complete,Never-married,Sales,Own-child,White, Female,North-America,-1
17827,-0.9881979891327539,-0.7265975659821408,-2.636907180251818,-0.12710540458386055,Private,Graduates,Never-married,Prof-specialty,Not-in-family,White, Female,Europe,-1
35121,-1.204055539959015,0.09892987992522688,0.7922841601019075,-0.12710540458386055,Private,Compulsory-education-complete,Married,Sales,Spouse,White, Male,North-America,-1
38214,0.5947573835931602,-0.2317653286808315,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America,1
27082,-0.700387921364406,-0.008395213801866596,1.2005212244297319,-0.12710540458386055,Private,Undergrad-complete,Married,Sales,Spouse,White, Male,North-America,-1
37170,-0.5564828874802319,0.7492737947163668,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Not-in-family,White, Male,North-America,-1
20788,0.8825674513615082,-1.5824556054375158,-0.024189968553741305,-0.12710540458386055,Private,Associates,Never-married,Adm-clerical,Not-in-family,White, Female,North-America,-1
28561,0.8825674513615082,-1.0317004496300113,-0.18748479428487108,-0.12710540458386055,Private,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America,1
9199,-0.2686728197118839,1.729414444029667,2.8334694817410297,-0.12710540458386055,Private,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America,1
16739,0.4508523497089862,11.107554525049316,-2.636907180251818,-0.12710540458386055,Private,Associates,Once-Married,Other-service,Not-in-family,White, Female,North-America,-1
41962,-1.132103023016928,-0.6987826998690475,0.38404709577408314,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Sales,Not-in-family,White, Male,North-America,-1
11379,0.6667099005352471,0.5971952339892199,-0.6773692714782604,-0.3234527474318577,Private,Compulsory-education-incomplete,Once-Married,Blue-Collar,Unmarried,White, Female,North-America,-1
5765,-0.4845303705381449,0.2424114623127608,-1.4938434001339091,0.37349409437113357,Government,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Female,North-America,-1
26923,0.8825674513615082,1.1264910456244672,0.7922841601019075,-0.12710540458386055,Private,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America,1
23594,0.8825674513615082,0.5003775582327644,-0.26913220715043595,-0.12710540458386055,Private,Compulsory-education-complete,Married,Other-service,Not-in-family,Black, Female,North-America,-1
16791,-0.916245472190667,-0.3708112863804903,-0.024189968553741305,-0.12710540458386055,Government,Compulsory-education-complete,Never-married,Other-service,Not-in-family,White, Male,North-America,-1
40122,0.09108976499855115,-1.534704072283824,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Own-child,White, Female,North-America,-1
33473,-1.204055539959015,0.06247074736284185,-0.18748479428487108,-0.12710540458386055,Private,Compulsory-education-complete,Married,Sales,Other,White, Female,North-America,-1
24463,-0.700387921364406,1.4891151858856777,-1.2489011615372145,-0.12710540458386055,Private,Compulsory-education-complete,Married,Sales,Unmarried,White, Female,North-America,-1
31610,0.019137248056464138,-0.7616758857419037,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America,-1
48447,0.6667099005352471,-0.400319066820086,1.2005212244297319,-0.12710540458386055,Private,Associates,Married,Blue-Collar,Not-in-family,White, Male,North-America,-1
10726,0.7386624174773342,-0.6184969472563143,0.7922841601019075,-0.12710540458386055,Other,Undergrad-complete,Married,Blue-Collar,Spouse,White, Male,North-America,-1
21459,-0.916245472190667,-0.7385803729747586,2.425232417413205,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Not-in-family,White, Male,North-America,-1
6253,0.23499479888272515,-0.7409164055928933,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Sales,Unmarried,White, Male,North-America,-1
46365,-1.204055539959015,1.7140363507621086,-1.657138225865039,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Adm-clerical,Own-child,White, Female,North-America,-1
40946,-0.700387921364406,1.5938110607146279,-0.024189968553741305,-0.12710540458386055,Government,Compulsory-education-complete,Never-married,Other-service,Unmarried,White, Male,North-America,-1
48774,-1.132103023016928,-0.7370293229772927,-1.657138225865039,-0.12710540458386055,Private,Undergrad-incomplete,Once-Married,Adm-clerical,Other,White, Female,North-America,-1
1699,1.0984250021877693,-0.12992565567648337,1.6087582887575564,-0.12710540458386055,Private,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America,-1
18078,-0.916245472190667,0.5103648069969353,-0.024189968553741305,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Adm-clerical,Other,White, Male,North-America,-1
44611,0.09108976499855115,-0.9560016436561255,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America,-1
366,1.2423300360719431,-0.08118107221953591,0.38404709577408314,-0.12710540458386055,Other,Undergrad-incomplete,Married,Sales,Spouse,White, Male,North-America,-1
48149,0.019137248056464138,0.7661272770059051,0.7922841601019075,-0.12710540458386055,Other,Undergrad-complete,Married,Exec-managerial,Spouse,White, Male,North-America,1
27188,1.2423300360719431,-0.9622436741337324,0.38404709577408314,0.2551190652137149,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America,1
45508,0.16304228194063816,0.7529906401371236,-1.657138225865039,-0.12710540458386055,Private,Compulsory-education-incomplete,Once-Married,Other-service,Not-in-family,White, Female,North-America,-1
45144,1.1703775191298562,-0.7811018411979709,0.6289893343707778,0.49039097540171656,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,Black, Male,North-America,-1
43222,-1.347960573843189,-0.013001075684585535,-0.024189968553741305,-0.3244381795164148,Private,Undergrad-incomplete,Never-married,Blue-Collar,Own-child,White, Male,North-America,-1
23649,0.4508523497089862,1.8792610059799728,4.793007390514587,1.7235360502143262,Private,Undergrad-incomplete,Married,Sales,Spouse,Black, Male,North-America,1
8709,-1.204055539959015,-0.5763537839105328,-1.2489011615372145,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Sales,Own-child,Black, Male,North-America,-1
33749,-0.5564828874802319,1.0777370045455839,-0.024189968553741305,-0.12710540458386055,Private,Undergrad-incomplete,Married,Adm-clerical,Spouse,White, Male,North-America,1
43226,-0.2686728197118839,1.4990740617840412,-0.18748479428487108,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Blue-Collar,Unmarried,White, Female,Asia,-1
18894,-0.916245472190667,-0.5743960561698289,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Adm-clerical,Own-child,Black, Female,North-America,-1
14487,0.4508523497089862,1.7899243091747097,1.6087582887575564,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America,1
46508,1.1703775191298562,-0.9843555942195575,-2.4736123545206876,-0.12710540458386055,Other,Compulsory-education-complete,Married,Adm-clerical,Spouse,White, Female,North-America,-1
34726,-0.2686728197118839,-1.459790248930607,-0.024189968553741305,-0.12710540458386055,Government,Associates,Never-married,Blue-Collar,Not-in-family,White, Male,North-America,-1
12465,0.7386624174773342,-0.48748051058012243,0.7922841601019075,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Exec-managerial,Unmarried,White, Male,North-America,-1
46383,0.30694731582481216,0.42815915713124125,0.5473419215052129,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Exec-managerial,Unmarried,White, Female,North-America,1
12509,-0.19672030276979688,0.02071534651642682,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America,-1
8090,-0.3406253366539709,-0.07747368442071492,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Blue-Collar,Own-child,White, Female,North-America,-1
11283,0.019137248056464138,0.4680419488343742,0.7922841601019075,-0.12710540458386055,Other,Graduates,Married,Exec-managerial,Spouse,White, Male,North-America,-1
46298,0.16304228194063816,0.032452255338714715,0.7922841601019075,-0.12710540458386055,Private,Undergrad-complete,Married,Exec-managerial,Spouse,White, Male,North-America,1
44623,-0.19672030276979688,0.630107758325692,-0.4324270328815657,-0.12710540458386055,Other,Compulsory-education-complete,Never-married,Blue-Collar,Own-child,White, Male,North-America,-1
3769,-0.84429295524858,-0.040409264054440744,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Other-service,Not-in-family,White, Female,North-America,-1
41955,2.177712756319074,0.11016553478491907,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-incomplete,Once-Married,Sales,Not-in-family,White, Female,North-America,-1
31849,-1.2760080569011019,1.068118603036908,4.711359977649022,-0.12710540458386055,Other,Associates,Never-married,Other-service,Own-child,White, Male,North-America,-1
8834,-1.132103023016928,-0.44923388747187726,-0.8406640972093902,-0.12710540458386055,Government,Undergrad-complete,Never-married,Prof-specialty,Own-child,Other, Male,North-America,-1
43788,-0.19672030276979688,-1.3992803837855643,0.7922841601019075,-0.12710540458386055,Government,Associates,Once-Married,Exec-managerial,Not-in-family,White, Male,North-America,-1
6863,-0.916245472190667,0.9565281218167833,-1.3305485744027794,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Other-service,Own-child,White, Female,North-America,-1
41454,0.019137248056464138,-0.8398336734190891,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America,-1
30453,-1.204055539959015,2.0496400651528304,-0.024189968553741305,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Blue-Collar,Own-child,White, Male,North-America,-1
32395,-1.204055539959015,-0.1695625492092864,0.7922841601019075,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Not-in-family,White, Male,North-America,-1
45252,1.4581875868982042,-0.27507177952471246,-0.4324270328815657,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Other,White, Female,North-America,-1
3478,-0.2686728197118839,1.4069473665077268,-0.024189968553741305,-0.12710540458386055,Private,Undergrad-complete,Never-married,Sales,Unmarried,White, Female,North-America,1
30240,-1.491865607727363,-0.016462565313076567,-1.3305485744027794,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Sales,Own-child,White, Female,North-America,-1
6561,-0.916245472190667,-0.22607184027549926,0.7922841601019075,-0.12710540458386055,Private,Undergrad-complete,Married,Prof-specialty,Spouse,White, Male,North-America,1
46915,-0.05281526888562287,-0.6156502030536481,1.6087582887575564,-0.12710540458386055,Other,Compulsory-education-complete,Once-Married,Blue-Collar,Unmarried,White, Male,North-America,-1
36037,1.0264724852456821,-0.7871547192368622,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Married,Other-service,Spouse,White, Male,Europe,-1
13412,-0.19672030276979688,-0.7509414848448072,0.7922841601019075,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Spouse,White, Male,North-America,-1
41806,-1.2760080569011019,1.1315697886039744,-2.310317528789558,-0.12710540458386055,Government,Compulsory-education-complete,Never-married,Blue-Collar,Own-child,White, Male,North-America,-1
25273,1.5301401038402913,-0.7769783180339761,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America,-1
35319,2.177712756319074,-0.4502647682628759,-0.024189968553741305,-0.12710540458386055,Private,Undergrad-incomplete,Married,Prof-specialty,Spouse,White, Male,North-America,1
18921,0.019137248056464138,1.206634933908164,-1.2489011615372145,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Other-service,Unmarried,White, Female,North-America,-1
33014,0.30694731582481216,-0.32560385352752,-0.024189968553741305,-0.12710540458386055,Government,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America,1
29998,0.16304228194063816,-0.06891453656884503,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Married,Blue-Collar,Not-in-family,White, Male,North-America,-1
36898,-0.05281526888562287,0.9628836437576193,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Once-Married,Other-service,Not-in-family,White, Female,North-America,-1
21416,0.8106149344194212,-0.9379943314904235,-0.024189968553741305,-0.12710540458386055,Government,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America,-1
1511,-0.6284354044223189,-0.2239060448522084,2.016995353085381,1.7235360502143262,Other,Associates,Married,Prof-specialty,Spouse,White, Male,North-America,1
20900,-0.700387921364406,-0.7136500815520745,2.016995353085381,-0.12710540458386055,Other,Compulsory-education-complete,Married,Prof-specialty,Spouse,White, Male,North-America,1
43689,0.37889983276689915,-0.6946875495708601,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America,-1
411,-1.0601505060748408,0.47558913113911694,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Unmarried,Black, Female,North-America,-1
35740,0.4508523497089862,0.13383796249014598,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Married,Other-service,Spouse,White, Female,North-America,1
41918,-0.5564828874802319,2.328091370185707,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-incomplete,Married,Other-service,Spouse,White, Male,North-America,-1
27496,-1.419913090785276,0.494409798791295,-1.2489011615372145,-0.33909648177420126,Private,Undergrad-incomplete,Never-married,Sales,Own-child,Other, Female,North-America,-1
4662,-0.4125778535960579,-0.41623624453798325,1.6087582887575564,-0.12710540458386055,Government,Associates,Married,Prof-specialty,Spouse,White, Male,North-America,-1
26099,-1.491865607727363,2.294450608960181,-2.0653752901928635,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Adm-clerical,Own-child,White, Female,North-America,-1
20048,-1.0601505060748408,0.6301928769231139,0.38404709577408314,-0.12710540458386055,Private,Associates,Never-married,Other-service,Not-in-family,White, Male,North-America,-1
32209,-0.2686728197118839,0.4680419488343742,-0.024189968553741305,-0.12710540458386055,Private,Associates,Never-married,Other-service,Not-in-family,White, Male,North-America,-1
33995,-0.05281526888562287,0.7810135739328037,-0.024189968553741305,-0.12710540458386055,Government,Associates,Never-married,Prof-specialty,Not-in-family,White, Male,North-America,-1
42283,1.7459976546665523,-0.012944329952970929,-0.024189968553741305,-0.3613918826873051,Private,Compulsory-education-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America,1
47549,-0.05281526888562287,-0.10580871974027536,-0.26913220715043595,-0.12710540458386055,Other,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America,1
14456,-1.132103023016928,0.16344031914909932,-0.6773692714782604,-0.12710540458386055,Private,Undergrad-incomplete,Never-married,Adm-clerical,Own-child,White, Male,North-America,-1
37878,-0.05281526888562287,-1.5301549561327197,0.6289893343707778,-0.12710540458386055,Private,Undergrad-complete,Never-married,Sales,Not-in-family,White, Male,North-America,1
159,0.23499479888272515,0.34795852311592995,0.7922841601019075,-0.12710540458386055,Private,Undergrad-complete,Married,Other-service,Other,Black, Male,North-America,-1
34824,-0.6284354044223189,1.8863163919440555,-0.024189968553741305,-0.12710540458386055,Private,Associates,Never-married,Sales,Not-in-family,White, Male,North-America,-1
33189,-0.4125778535960579,0.9426254175712045,0.38404709577408314,0.771855014553331,Other,Undergrad-complete,Married,Exec-managerial,Spouse,White, Male,North-America,1
21052,-0.84429295524858,1.231678716794077,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Other-service,Not-in-family,White, Male,North-America,-1
1694,0.37889983276689915,-0.37982440008527707,0.7922841601019075,-0.12710540458386055,Private,Undergrad-incomplete,Married,Sales,Spouse,White, Male,North-America,-1
9782,-0.12476778582770988,-0.016897615922121887,1.6087582887575564,-0.12710540458386055,Government,Undergrad-incomplete,Married,Other-service,Spouse,White, Male,North-America,-1
25556,-0.9881979891327539,-0.8756686029337135,0.7922841601019075,0.1927904858654799,Government,Undergrad-complete,Never-married,Other-service,Not-in-family,White, Female,North-America,-1
34520,1.3862350699561172,-0.36686745803327514,-0.024189968553741305,-0.12710540458386055,Private,Undergrad-incomplete,Once-Married,Other-service,Not-in-family,Black, Female,North-America,-1
40177,0.019137248056464138,2.8951987543201545,0.7922841601019075,-0.12710540458386055,Private,Associates,Married,Sales,Spouse,White, Male,North-America,1
43430,1.1703775191298562,-0.12589670873184627,1.6087582887575564,1.168737786608693,Private,Compulsory-education-incomplete,Once-Married,Blue-Collar,Not-in-family,White, Male,North-America,1
34528,-1.2760080569011019,0.33626890240332086,-0.5957218586126954,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Other-service,Other,White, Female,North-America,-1
31903,-0.2686728197118839,-0.7065284922344414,-0.024189968553741305,-0.35954419752876055,Government,Graduates,Married,Prof-specialty,Spouse,White, Male,North-America,1
12157,-0.4125778535960579,-0.8038474219534925,-0.024189968553741305,-0.12710540458386055,Private,Undergrad-complete,Married,Prof-specialty,Spouse,White, Female,North-America,1
21102,-0.2686728197118839,-0.2079983247562469,-0.024189968553741305,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Spouse,White, Male,North-America,-1
287,0.8106149344194212,-0.1423908013878254,0.38404709577408314,-0.12710540458386055,Private,Undergrad-incomplete,Once-Married,Other-service,Not-in-family,White, Male,North-America,-1
4135,-1.132103023016928,0.03543140624848158,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Adm-clerical,Unmarried,Black, Female,North-America,-1
16670,0.5947573835931602,0.09490093298058977,0.7922841601019075,-0.12710540458386055,Other,Associates,Married,Exec-managerial,Spouse,White, Male,North-America,1
20262,0.37889983276689915,-0.055484713420054683,0.6289893343707778,-0.12710540458386055,Private,Associates,Married,Blue-Collar,Other,White, Male,North-America,1
27450,-0.4125778535960579,0.030608019061239986,0.13910485717738846,-0.4281549064160469,Private,Associates,Married,Blue-Collar,Not-in-family,White, Male,North-America,1
20928,0.9545199683035952,-0.05070861434249192,1.2005212244297319,1.7235360502143262,Private,Undergrad-incomplete,Married,Exec-managerial,Spouse,White, Male,North-America,1
40992,-0.700387921364406,1.7069525919322184,-0.4324270328815657,-0.12710540458386055,Private,Compulsory-education-complete,Married,Adm-clerical,Spouse,White, Male,North-America,-1
4183,-1.132103023016928,-0.08817025483006835,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Blue-Collar,Not-in-family,White, Male,North-America,-1
12035,1.8899026885507262,-1.5960462081592142,-0.024189968553741305,-0.12710540458386055,Other,Compulsory-education-incomplete,Married,Other-service,Spouse,White, Male,North-America,-1
5899,-1.132103023016928,0.07967416166400355,-0.024189968553741305,-0.12710540458386055,Private,Undergrad-incomplete,Married,Blue-Collar,Other,White, Male,Central-America,-1
38100,-1.56381812466945,-1.5870709249421706,-1.657138225865039,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Exec-managerial,Own-child,White, Female,North-America,-1
35494,-0.7723404383064929,-0.5257271336883675,-0.024189968553741305,-0.12710540458386055,Private,Associates,Married,Blue-Collar,Spouse,White, Male,Europe,-1
8153,0.23499479888272515,-1.3927546246498845,1.6087582887575564,-0.12710540458386055,Private,Undergrad-complete,Married,Sales,Spouse,White, Male,North-America,-1
9968,-0.9881979891327539,1.1563393004537506,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-incomplete,Never-married,Blue-Collar,Not-in-family,White, Male,North-America,-1
39052,-1.347960573843189,-1.0085954792409304,-0.024189968553741305,-0.12710540458386055,Private,Compulsory-education-complete,Never-married,Other-service,Own-child,White, Female,North-America,-1
